input,target
generate siapa: Pagi hari Lani membantu ibu di dapur.,Siapa yang membantu ibu pagi hari di dapur?
generate apa: Pagi hari Lani membantu ibu di dapur.,Apa yang Lani bantu pagi hari di dapur?
generate kapan: Pagi hari Lani membantu ibu di dapur.,Kapan Lani membantu ibu?
generate dimana: Pagi hari Lani membantu ibu di dapur.,Di mana Lani membantu ibu?
generate siapa: Lani mencuci sayur di wastafel.,Siapa yang mencuci sayur di wastafel?
generate apa: Lani mencuci sayur di wastafel.,Apa yang Lani cuci di wastafel?
generate dimana: Lani mencuci sayur di wastafel.,Di mana Lani mencuci sayur?
generate apa: Ibu memotong wortel di meja.,Apa yang memotong wortel di meja?
generate apa: Ibu memotong wortel di meja.,Apa yang Ibu potong di meja?
generate dimana: Ibu memotong wortel di meja.,Di mana Ibu memotong wortel?
generate siapa: Lani menaruh sayur ke dalam mangkuk.,Siapa yang menaruh sayur ke dalam mangkuk?
generate apa: Lani menaruh sayur ke dalam mangkuk.,Apa yang Lani taruh ke dalam mangkuk?
generate kemana: Lani menaruh sayur ke dalam mangkuk.,Ke mana Lani menaruh sayur?
generate apa: Ibu menyalakan kompor di dapur.,Apa yang menyalakan kompor di dapur?
generate apa: Ibu menyalakan kompor di dapur.,Apa yang Ibu nyalakan di dapur?
generate dimana: Ibu menyalakan kompor di dapur.,Di mana Ibu menyalakan kompor?
generate apa: Air mendidih di dalam panci.,Apa yang mendidih di dalam panci?
generate dimana: Air mendidih di dalam panci.,Di mana Air mendidih ?
generate siapa: Lani mengaduk sayur dengan sendok.,Siapa yang mengaduk sayur dengan sendok?
generate apa: Lani mengaduk sayur dengan sendok.,Apa yang Lani kaduk dengan sendok?
generate siapa: Adik bermain mobil-mobilan di lantai.,Siapa yang bermain mobil-mobilan di lantai?
generate apa: Adik bermain mobil-mobilan di lantai.,Apa yang Adik main di lantai?
generate dimana: Adik bermain mobil-mobilan di lantai.,Di mana Adik bermain mobil-mobilan?
generate siapa: Lani menyiapkan piring di meja.,Siapa yang menyiapkan piring di meja?
generate apa: Lani menyiapkan piring di meja.,Apa yang Lani siapkan di meja?
generate dimana: Lani menyiapkan piring di meja.,Di mana Lani menyiapkan piring?
generate apa: Ibu menuangkan sup ke mangkuk.,Apa yang menuangkan sup ke mangkuk?
generate apa: Ibu menuangkan sup ke mangkuk.,Apa yang Ibu tuangkan ke mangkuk?
generate kemana: Ibu menuangkan sup ke mangkuk.,Ke mana Ibu menuangkan sup?
generate siapa: Lani makan dengan rapi.,Siapa yang makan dengan rapi?
generate apa: Adik minum air putih.,Apa yang minum air putih?
generate apa: Adik minum air putih.,Apa yang Adik minum?
generate siapa: Setelah makan Lani mencuci piring.,Siapa yang mencuci makan piring?
generate apa: Setelah makan Lani mencuci piring.,Apa yang Lani cucikan?
generate siapa: Adik mengumpulkan sendok.,Siapa yang mengumpulkan sendok?
generate apa: Adik mengumpulkan sendok.,Apa yang Adik kumpulkan?
generate apa: Rumah menjadi bersih setelah dibersihkan.,Apa yang menjadi dibersihkan bersih?
generate siapa: Lani merasa senang membantu ibu.,Siapa yang merasa membantu ibu senang?
generate apa: Lani merasa senang membantu ibu.,Apa yang Lani rasa senang?
generate siapa: Ibu memuji kerja Lani.,Siapa yang memuji kerja Lani?
generate siapa: Lani tersenyum bahagia.,Siapa yang tersenyum bahagia?
generate apa: Lani tersenyum bahagia.,Apa yang Lani senyum?
generate siapa: Hari terasa menyenangkan bagi Lani.,Siapa yang terasa menyenangkan bagi lani?
generate siapa: Pagi hari Riko bermain di halaman.,Siapa yang bermain pagi hari di halaman?
generate kapan: Pagi hari Riko bermain di halaman.,Kapan Riko bermain ?
generate dimana: Pagi hari Riko bermain di halaman.,Di mana Riko bermain ?
generate siapa: Riko membawa bola kecil.,Siapa yang membawa bola kecil?
generate apa: Riko membawa bola kecil.,Apa yang Riko bawa?
generate apa: Temannya datang ke rumah Riko.,Apa yang datang ke rumah riko?
generate kemana: Temannya datang ke rumah Riko.,Ke mana Teman nya datang ?
generate siapa: Mereka bermain bersama di lapangan kecil.,Siapa yang bermain bersama di lapangan kecil?
generate dimana: Mereka bermain bersama di lapangan kecil.,Di mana Mereka bermain ?
generate siapa: Riko menendang bola ke arah teman.,Siapa yang menendang bola ke arah teman?
generate apa: Riko menendang bola ke arah teman.,Apa yang Riko tendang ke arah teman?
generate kemana: Riko menendang bola ke arah teman.,Ke mana Riko menendang bola?
generate apa: Temannya menangkap bola dengan tangan.,Apa yang menangkap bola dengan tangan?
generate apa: Temannya menangkap bola dengan tangan.,Apa yang Teman nya tangkap dengan tangan?
generate siapa: Ibu memanggil Riko dari dalam rumah.,Siapa yang memanggil Riko dari dalam rumah?
generate siapa: Ibu memanggil Riko dari dalam rumah.,Siapa yang Ibu panggil dari dalam rumah?
generate darimana: Ibu memanggil Riko dari dalam rumah.,Dari mana Ibu memanggil Riko?
generate siapa: Ibu memberi minum air putih.,Siapa yang memberi minum air putih?
generate siapa: Riko duduk di kursi teras.,Siapa yang duduk di kursi teras?
generate dimana: Riko duduk di kursi teras.,Di mana Riko duduk ?
generate apa: Temannya duduk di samping Riko.,Apa yang duduk di samping riko?
generate dimana: Temannya duduk di samping Riko.,Di mana Teman nya duduk ?
generate siapa: Mereka minum air bersama.,Siapa yang minum air bersama?
generate apa: Mereka minum air bersama.,Apa yang Mereka minum bersama?
generate siapa: Angin bertiup sejuk di siang hari.,Siapa yang bertiup sejuk di siang hari?
generate kapan: Angin bertiup sejuk di siang hari.,Kapan Angin bertiup ?
generate dimana: Angin bertiup sejuk di siang hari.,Di mana Angin bertiup ?
generate siapa: Riko melihat burung di pohon.,Siapa yang melihat burung di pohon?
generate apa: Riko melihat burung di pohon.,Apa yang Riko lihat di pohon?
generate dimana: Riko melihat burung di pohon.,Di mana Riko melihat burung?
generate apa: Temannya menunjuk ke arah langit.,Apa yang menunjuk ke arah langit?
generate siapa: Mereka berbicara tentang burung.,Siapa yang berbicara tentang burung?
generate siapa: Riko kembali bermain bola.,Siapa yang bermain bola kembali?
generate apa: Riko kembali bermain bola.,Apa yang Riko main kembali?
generate apa: Temannya ikut bermain bersama.,Apa yang ikut bermain?
generate siapa: Matahari mulai terik di siang hari.,Siapa yang mulai terik di siang hari?
generate kapan: Matahari mulai terik di siang hari.,Kapan Matahari mulai terik ?
generate dimana: Matahari mulai terik di siang hari.,Di mana Matahari mulai terik ?
generate siapa: Ibu meminta mereka beristirahat.,Siapa yang meminta beristirahat mereka?
generate siapa: Riko masuk ke dalam rumah.,Siapa yang masuk ke dalam rumah?
generate kemana: Riko masuk ke dalam rumah.,Ke mana Riko masuk ?
generate apa: Temannya berpamitan kepada ibu Riko.,Apa yang berpamitan kepada ibu riko?
generate siapa: Riko mengantar temannya ke depan rumah.,Siapa yang mengantar teman nya ke depan rumah?
generate apa: Riko mengantar temannya ke depan rumah.,Apa yang Riko antar ke depan rumah?
generate kemana: Riko mengantar temannya ke depan rumah.,Ke mana Riko mengantar teman nya?
generate siapa: Riko melambaikan tangan kepada temannya.,Siapa yang melambaikan tangan kepada teman?
generate apa: Riko melambaikan tangan kepada temannya.,Apa yang Riko lambaikan kepada teman?
generate siapa: Riko kembali bermain di halaman.,Siapa yang bermain kembali di halaman?
generate dimana: Riko kembali bermain di halaman.,Di mana Riko bermain ?
generate siapa: Pagi hari Sari pergi ke perpustakaan.,Siapa yang pergi pagi hari ke perpustakaan?
generate kapan: Pagi hari Sari pergi ke perpustakaan.,Kapan Sari pergi ?
generate kemana: Pagi hari Sari pergi ke perpustakaan.,Ke mana Sari pergi ?
generate siapa: Sari berjalan kaki bersama temannya.,Siapa yang berjalan kaki bersama teman?
generate apa: Sari berjalan kaki bersama temannya.,Apa yang Sari jalan bersama teman?
generate siapa: Mereka membawa buku di tas.,Siapa yang membawa buku di tas?
generate apa: Mereka membawa buku di tas.,Apa yang Mereka bawa di tas?
generate dimana: Mereka membawa buku di tas.,Di mana Mereka membawa buku?
generate siapa: Petugas menyapa mereka dengan ramah.,Siapa yang menyapa mereka dengan ramah?
generate apa: Petugas menyapa mereka dengan ramah.,Apa yang Petugas sapa dengan ramah?
generate siapa: Sari mencari buku cerita di rak.,Siapa yang mencari buku cerita di rak?
generate apa: Sari mencari buku cerita di rak.,Apa yang Sari cari di rak?
generate dimana: Sari mencari buku cerita di rak.,Di mana Sari mencari buku cerita?
generate apa: Temannya mencari buku pelajaran.,Apa yang mencari buku pelajaran?
generate apa: Temannya mencari buku pelajaran.,Apa yang Teman nya cari?
generate siapa: Sari menemukan buku bergambar.,Siapa yang menemukan buku?
generate apa: Sari menemukan buku bergambar.,Apa yang Sari temukan?
generate apa: Temannya duduk di kursi baca.,Apa yang duduk di kursi baca?
generate dimana: Temannya duduk di kursi baca.,Di mana Teman nya duduk ?
generate siapa: Sari membaca buku dengan serius.,Siapa yang membaca buku dengan serius?
generate apa: Sari membaca buku dengan serius.,Apa yang Sari baca dengan serius?
generate apa: Temannya mencatat isi buku.,Apa yang mencatat isi buku?
generate siapa: Sari membalik halaman buku.,Siapa yang membalik halaman buku?
generate apa: Temannya membaca dengan fokus.,Apa yang membaca dengan fokus?
generate apa: Waktu terasa cepat berlalu.,Apa yang berlalu cepat?
generate siapa: Sari meminjam buku dari petugas.,Siapa yang meminjam buku dari petugas?
generate apa: Sari meminjam buku dari petugas.,Apa yang Sari pinjam dari petugas?
generate darimana: Sari meminjam buku dari petugas.,Dari mana Sari meminjam buku?
generate apa: Temannya juga meminjam buku.,Apa yang meminjam buku juga?
generate apa: Temannya juga meminjam buku.,Apa yang Teman nya pinjam juga?
generate siapa: Mereka keluar dari perpustakaan.,Siapa yang keluar dari perpustakaan?
generate darimana: Mereka keluar dari perpustakaan.,Dari mana Mereka keluar ?
generate siapa: Sari membawa buku di tangan.,Siapa yang membawa buku di tangan?
generate apa: Sari membawa buku di tangan.,Apa yang Sari bawa di tangan?
generate dimana: Sari membawa buku di tangan.,Di mana Sari membawa buku?
generate apa: Temannya menyimpan buku di tas.,Apa yang menyimpan buku di tas?
generate apa: Temannya menyimpan buku di tas.,Apa yang Teman nya simpan di tas?
generate dimana: Temannya menyimpan buku di tas.,Di mana Teman nya menyimpan buku?
generate siapa: Mereka berjalan pulang bersama.,Siapa yang berjalan pulang?
generate siapa: Sari merasa senang membaca.,Siapa yang merasa membaca senang?
generate apa: Temannya juga merasa puas.,Apa yang merasa juga puas?
generate siapa: Mereka berjanji kembali lagi.,Siapa yang berjanji kembali?
generate siapa: Hari terasa menyenangkan bagi mereka.,Siapa yang terasa menyenangkan bagi mereka?
generate siapa: Pagi hari Doni membantu ayah di kebun.,Siapa yang membantu ayah pagi hari di kebun?
generate apa: Pagi hari Doni membantu ayah di kebun.,Apa yang Doni bantu pagi hari di kebun?
generate kapan: Pagi hari Doni membantu ayah di kebun.,Kapan Doni membantu ayah?
generate dimana: Pagi hari Doni membantu ayah di kebun.,Di mana Doni membantu ayah?
generate siapa: Doni membawa cangkul kecil.,Siapa yang membawa cangkul kecil?
generate apa: Doni membawa cangkul kecil.,Apa yang Doni bawa?
generate siapa: Ayah menggali tanah di kebun.,Siapa yang menggali tanah di kebun?
generate apa: Ayah menggali tanah di kebun.,Apa yang Ayah gali di kebun?
generate dimana: Ayah menggali tanah di kebun.,Di mana Ayah menggali tanah?
generate siapa: Doni menanam bibit sayur.,Siapa yang menanam bibit sayur?
generate siapa: Ayah menyiram tanaman dengan air.,Siapa yang menyiram tanaman dengan air?
generate apa: Ayah menyiram tanaman dengan air.,Apa yang Ayah siram dengan air?
generate siapa: Doni mengambil air dari sumur.,Siapa yang mengambil air dari sumur?
generate apa: Doni mengambil air dari sumur.,Apa yang Doni ambil dari sumur?
generate darimana: Doni mengambil air dari sumur.,Dari mana Doni mengambil air?
generate apa: Tanaman tumbuh di tanah subur.,Apa yang tumbuh di tanah subur?
generate dimana: Tanaman tumbuh di tanah subur.,Di mana Tanaman tumbuh ?
generate siapa: Ayah memberi pupuk ke tanaman.,Siapa yang memberi pupuk ke tanaman?
generate apa: Ayah memberi pupuk ke tanaman.,Apa yang Ayah beri ke tanaman?
generate kemana: Ayah memberi pupuk ke tanaman.,Ke mana Ayah memberi pupuk?
generate siapa: Doni membersihkan rumput liar.,Siapa yang membersihkan rumput liar?
generate apa: Doni membersihkan rumput liar.,Apa yang Doni bersihkan?
generate apa: Matahari bersinar di pagi hari.,Apa yang bersinar di pagi hari?
generate kapan: Matahari bersinar di pagi hari.,Kapan Matahari bersinar ?
generate dimana: Matahari bersinar di pagi hari.,Di mana Matahari bersinar ?
generate siapa: Doni merasa senang bekerja.,Siapa yang merasa bekerja senang?
generate siapa: Ayah memuji kerja Doni.,Siapa yang memuji kerja Doni?
generate siapa: Doni tersenyum bangga.,Siapa yang tersenyum bangga?
generate siapa: Mereka beristirahat di bawah pohon.,Siapa yang beristirahat di bawah pohon?
generate dimana: Mereka beristirahat di bawah pohon.,Di mana Mereka beristirahat ?
generate siapa: Ayah minum air dari botol.,Siapa yang minum air dari botol?
generate apa: Ayah minum air dari botol.,Apa yang Ayah minum dari botol?
generate darimana: Ayah minum air dari botol.,Dari mana Ayah minum air?
generate siapa: Doni duduk di samping ayah.,Siapa yang duduk di samping ayah?
generate dimana: Doni duduk di samping ayah.,Di mana Doni duduk ?
generate siapa: Angin bertiup sejuk di kebun.,Siapa yang bertiup sejuk di kebun?
generate dimana: Angin bertiup sejuk di kebun.,Di mana Angin bertiup ?
generate siapa: Burung terbang di atas pohon.,Siapa yang terbang di atas pohon?
generate dimana: Burung terbang di atas pohon.,Di mana Burung terbang ?
generate siapa: Doni melihat bunga di taman.,Siapa yang melihat bunga di taman?
generate apa: Doni melihat bunga di taman.,Apa yang Doni lihat di taman?
generate dimana: Doni melihat bunga di taman.,Di mana Doni melihat bunga?
generate siapa: Ayah menjelaskan jenis tanaman.,Siapa yang menjelaskan jenis tanaman?
generate siapa: Doni mendengarkan dengan baik.,Siapa yang mendengarkan dengan baik?
generate siapa: Mereka melanjutkan pekerjaan di kebun.,Siapa yang melanjutkan pekerjaan di kebun?
generate apa: Mereka melanjutkan pekerjaan di kebun.,Apa yang Mereka lanjutkan di kebun?
generate dimana: Mereka melanjutkan pekerjaan di kebun.,Di mana Mereka melanjutkan pekerjaan?
generate siapa: Doni merasa bangga membantu ayah.,Siapa yang merasa membantu ayah bangga?
generate apa: Doni merasa bangga membantu ayah.,Apa yang Doni rasa bangga?
generate siapa: Hari terasa menyenangkan di kebun.,Siapa yang terasa menyenangkan di kebun?
generate dimana: Hari terasa menyenangkan di kebun.,Di mana Hari terasa menyenangkan ?
generate siapa: Pagi hari Mira belajar di rumah.,Siapa yang belajar pagi hari di rumah?
generate kapan: Pagi hari Mira belajar di rumah.,Kapan Mira belajar ?
generate dimana: Pagi hari Mira belajar di rumah.,Di mana Mira belajar ?
generate siapa: Mira membuka buku pelajaran.,Siapa yang membuka buku pelajaran?
generate apa: Mira membuka buku pelajaran.,Apa yang Mira buka?
generate siapa: Ibu duduk di samping Mira.,Siapa yang duduk di samping mira?
generate dimana: Ibu duduk di samping Mira.,Di mana Ibu duduk ?
generate siapa: Mira membaca dengan suara pelan.,Siapa yang membaca dengan suara pelan?
generate siapa: Ibu menjelaskan soal matematika.,Siapa yang menjelaskan soal matematika?
generate apa: Ibu menjelaskan soal matematika.,Apa yang Ibu jelaskan?
generate siapa: Mira mencoba mengerjakan soal.,Siapa yang mengerjakan soal mencoba?
generate apa: Mira mencoba mengerjakan soal.,Apa yang Mira kerjakan mencoba?
generate siapa: Ibu memberi contoh di kertas.,Siapa yang memberi contoh di kertas?
generate apa: Ibu memberi contoh di kertas.,Apa yang Ibu beri di kertas?
generate dimana: Ibu memberi contoh di kertas.,Di mana Ibu memberi contoh?
generate siapa: Mira menulis jawaban di buku.,Siapa yang menulis jawaban di buku?
generate apa: Mira menulis jawaban di buku.,Apa yang Mira tulis di buku?
generate dimana: Mira menulis jawaban di buku.,Di mana Mira menulis jawaban?
generate siapa: Mira bertanya kepada ibu.,Siapa yang bertanya kepada ibu?
generate siapa: Ibu menjawab dengan sabar.,Siapa yang menjawab dengan sabar?
generate siapa: Mira memahami pelajaran dengan baik.,Siapa yang memahami pelajaran dengan baik?
generate apa: Mira memahami pelajaran dengan baik.,Apa yang Mira pahami dengan baik?
